wine,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,sulphates,alcohol,quality
1942,0.4271844660194176,0.3163841807909604,0.3433734939759036,0.22085889570552147,0.14726027397260275,0.24175824175824173,0.8125,0.250433776749567,0.19090909090909092,0.48837209302325574,0.09999999999999987,0.33333333333333326
3847,0.24271844660194186,0.2711864406779661,0.1385542168674699,0.23926380368098157,0.15753424657534248,0.2490842490842491,0.549342105263158,0.22151532677848706,0.49090909090909074,0.372093023255814,0.18333333333333335,0.33333333333333326
3183,0.2524271844660194,0.1807909604519774,0.22891566265060243,0.006134969325153375,0.06164383561643837,0.21245421245421245,0.2664473684210526,0.04144977829188434,0.4727272727272731,0.16279069767441856,0.7166666666666666,0.5
2745,0.27184466019417486,0.4067796610169492,0.13253012048192772,0.0567484662576687,0.07876712328767124,0.12454212454212454,0.29605263157894735,0.0586080586080584,0.49090909090909074,0.3604651162790698,0.8,0.6666666666666665
2977,0.2621359223300971,0.1694915254237288,0.12048192771084339,0.16564417177914112,0.11986301369863016,0.315018315018315,0.4013157894736842,0.17216117216117155,0.21818181818181825,0.3372093023255814,0.2833333333333332,0.5
1421,0.22330097087378642,0.11299435028248586,0.29518072289156627,0.0598159509202454,0.13013698630136986,0.10989010989010989,0.2664473684210526,0.0923462502409862,0.5,0.17441860465116277,0.5999999999999999,0.5
1709,0.2815533980582524,0.15819209039548024,0.18072289156626506,0.19938650306748465,0.15753424657534248,0.3516483516483516,0.5625,0.21765953344900524,0.6545454545454548,0.19767441860465118,0.30000000000000004,0.33333333333333326
4601,0.2912621359223302,0.1694915254237288,0.21084337349397592,0.09662576687116564,0.07191780821917809,0.315018315018315,0.35197368421052627,0.10275689223057682,0.07272727272727275,0.372093023255814,0.5,0.5
2326,0.2912621359223302,0.30508474576271183,0.33132530120481934,0.174079754601227,0.09931506849315071,0.14652014652014653,0.3355263157894737,0.18816271447850497,0.3545454545454545,0.08139534883720928,0.2833333333333332,0.33333333333333326
2922,0.2524271844660194,0.4067796610169492,0.28313253012048195,0.07438650306748466,0.01712328767123288,0.3076923076923077,0.42105263157894735,0.05263157894736992,0.3727272727272726,0.11627906976744184,0.8333333333333333,0.8333333333333333
1301,0.2912621359223302,0.13559322033898308,0.24096385542168677,0.10889570552147239,0.07876712328767124,0.358974358974359,0.549342105263158,0.13090418353576183,0.45454545454545503,0.05813953488372098,0.5666666666666667,0.33333333333333326
3378,0.21359223300970875,0.22598870056497178,0.16265060240963858,0.06288343558282208,0.07191780821917809,0.3956043956043956,0.4309210526315789,0.06381337960285194,0.40000000000000036,0.2325581395348837,0.7499999999999998,0.8333333333333333
4311,0.3106796116504854,0.1694915254237288,0.16867469879518077,0.019938650306748466,0.1267123287671233,0.2271062271062271,0.30921052631578944,0.055137844611529374,0.36363636363636376,0.1046511627906977,0.6666666666666667,0.33333333333333326
4384,0.24271844660194186,0.2033898305084746,0.12650602409638556,0.1165644171779141,0.1404109589041096,0.358974358974359,0.569078947368421,0.16020821283979103,0.46363636363636385,0.30232558139534876,0.25,0.33333333333333326
4738,0.15533980582524276,0.2485875706214689,0.15060240963855423,0.019938650306748466,0.06849315068493153,0.2271062271062271,0.35855263157894735,0.05031810294968153,0.581818181818182,0.5116279069767442,0.7499999999999998,0.5
234,0.3203883495145632,0.1694915254237288,0.22891566265060243,0.21012269938650308,0.16780821917808222,0.3882783882783883,0.6085526315789473,0.2080200501253131,0.3363636363636364,0.25581395348837205,0.16666666666666674,0.5
3851,0.19417475728155342,0.1016949152542373,0.1746987951807229,0.03834355828220859,0.07191780821917809,0.21978021978021978,0.37499999999999994,0.03894351262772133,0.6272727272727274,0.12790697674418605,0.95,0.6666666666666665
3738,0.16504854368932032,0.2033898305084746,0.10843373493975904,0.012269938650306747,0.0856164383561644,0.11721611721611722,0.41447368421052627,0.08926161557740286,0.5454545454545454,0.1511627906976744,0.3666666666666665,0.5
979,0.2038834951456311,0.13559322033898308,0.42771084337349397,0.015337423312883437,0.48287671232876717,0.05860805860805861,0.14802631578947367,0.10776942355889929,0.36363636363636376,0.29069767441860456,0.30000000000000004,0.33333333333333326
2516,0.3106796116504854,0.2711864406779661,0.1746987951807229,0.052147239263803685,0.09931506849315071,0.2271062271062271,0.5296052631578948,0.1449778291883561,0.5,0.48837209302325574,0.3666666666666665,0.5
3938,0.41747572815533973,0.11299435028248586,0.22891566265060243,0.007668711656441719,0.10616438356164386,0.2857142857142857,0.2730263157894737,0.06766917293233021,0.1454545454545455,0.441860465116279,0.6666666666666667,0.5
